MeterReadingID,Chave_Data,SiteID,DeviceID,Energia_kWh,Agua_m3,ReadingType
MW-038298,20240604,S-001,D-0036,279.0,2.87,aggregate
MW-038299,20230919,S-005,D-0019,301.18,64.34,aggregate
MW-038300,20240604,S-002,D-0016,340.42,35.58,instant
MW-038301,20230405,S-001,D-0014,605.82,3.76,aggregate
MW-038302,20230621,S-003,D-0022,1081.47,48.16,aggregate
MW-038303,20230205,S-002,D-0008,266.74,42.07,aggregate
MW-038304,20241108,S-003,D-0033,427.42,22.65,aggregate
MW-038305,20240512,S-001,D-0038,228.84,11.08,aggregate
MW-038306,20241127,S-004,D-0048,471.93,5.04,instant
MW-038307,20230405,S-004,D-0050,561.56,4.35,instant
MW-038308,20240919,S-002,D-0009,613.4,22.27,aggregate
MW-038309,20240222,S-004,D-0046,424.12,17.81,aggregate
MW-038310,20240630,S-003,D-0041,204.21,42.33,aggregate
MW-038311,20240117,S-001,D-0021,386.73,32.44,aggregate
MW-038312,20240129,S-005,D-0012,363.86,14.68,aggregate
MW-038313,20230331,S-004,D-0009,375.09,33.97,aggregate
MW-038314,20240425,S-002,D-0021,355.55,63.86,aggregate
MW-038315,20240915,S-001,D-0038,597.89,19.56,aggregate
MW-038316,20230303,S-004,D-0012,510.23,34.46,aggregate
MW-038317,20240403,S-004,D-0038,696.29,19.09,aggregate
MW-038318,20240626,S-001,D-0044,536.17,40.14,aggregate
MW-038319,20241107,S-003,D-0032,406.54,42.36,aggregate
MW-038320,20230908,S-004,D-0009,368.48,25.18,aggregate
MW-038321,20240508,S-003,D-0028,545.4,34.43,instant
MW-038322,20230903,S-003,D-0029,247.12,6.1,aggregate
MW-038323,20240704,S-004,D-0038,435.06,14.52,aggregate
MW-038324,20230123,S-003,D-0043,435.55,32.87,aggregate
MW-038325,20230611,S-005,D-0021,439.48,40.0,aggregate
MW-038326,20240822,S-001,D-0027,678.55,17.98,aggregate
MW-038327,20231115,S-004,D-0049,478.6,28.52,instant
MW-038328,20240406,S-001,D-0016,527.89,5.34,aggregate
MW-038329,20240710,S-002,D-0002,649.1,37.08,instant
MW-038330,20240222,S-002,D-0014,537.15,28.32,aggregate
MW-038331,20241125,S-002,D-0044,873.36,4.52,aggregate
MW-038332,20230906,S-003,D-0034,279.53,26.55,aggregate
MW-038333,20231218,S-003,D-0014,964.01,38.11,aggregate
MW-038334,20230601,S-005,D-0047,254.25,23.81,aggregate
MW-038335,20241204,S-001,D-0030,592.94,22.77,aggregate
MW-038336,20230327,S-004,D-0017,329.93,20.76,instant
MW-038337,20230926,S-005,D-0031,339.4,11.52,aggregate
MW-038338,20241220,S-003,D-0020,314.42,17.7,aggregate
MW-038339,20241008,S-004,D-0015,229.1,12.13,instant
MW-038340,20230920,S-005,D-0028,323.22,16.91,aggregate
MW-038341,20240307,S-005,D-0008,557.18,17.89,instant
MW-038342,20230126,S-004,D-0035,421.06,12.25,aggregate
MW-038343,20240122,S-003,D-0026,555.42,5.05,aggregate
MW-038344,20230105,S-005,D-0049,882.36,5.61,aggregate
MW-038345,20230124,S-005,D-0003,515.83,10.48,aggregate
MW-038346,20241109,S-001,D-0003,316.0,18.81,instant
MW-038347,20240708,S-004,D-0042,460.55,36.24,aggregate
MW-038348,20230405,S-004,D-0041,453.97,21.46,instant
MW-038349,20241024,S-002,D-0007,383.4,9.6,aggregate
MW-038350,20240617,S-004,D-0031,277.88,23.93,aggregate
MW-038351,20230808,S-003,D-0023,521.06,37.08,aggregate
MW-038352,20240831,S-005,D-0006,478.22,11.96,instant
MW-038353,20240711,S-003,D-0048,280.99,17.86,aggregate
MW-038354,20230515,S-004,D-0010,282.22,10.96,aggregate
MW-038355,20240618,S-004,D-0035,310.85,22.62,aggregate
MW-038356,20240207,S-005,D-0038,753.64,32.12,instant
MW-038357,20240310,S-005,D-0030,300.46,35.24,aggregate
MW-038358,20230604,S-004,D-0043,290.75,37.98,aggregate
MW-038359,20230401,S-002,D-0041,744.97,5.23,aggregate
MW-038360,20240112,S-004,D-0008,700.06,37.75,aggregate
MW-038361,20230701,S-004,D-0033,267.12,3.64,aggregate
MW-038362,20230701,S-004,D-0022,330.02,25.91,instant
MW-038363,20241224,S-005,D-0025,254.04,37.64,aggregate
MW-038364,20241112,S-003,D-0009,432.21,5.9,aggregate
MW-038365,20241208,S-003,D-0040,803.67,39.39,aggregate
MW-038366,20240225,S-001,D-0008,395.22,9.74,aggregate
MW-038367,20240127,S-004,D-0005,648.07,7.59,aggregate
MW-038368,20240124,S-003,D-0027,489.63,10.63,aggregate
MW-038369,20230825,S-005,D-0034,610.66,29.65,aggregate
MW-038370,20240105,S-002,D-0016,256.87,32.75,instant
MW-038371,20240516,S-001,D-0047,498.12,8.12,aggregate
MW-038372,20240503,S-004,D-0003,493.52,21.88,aggregate
MW-038373,20240118,S-004,D-0016,333.21,30.82,aggregate
MW-038374,20230111,S-001,D-0005,525.37,0.29,aggregate
MW-038375,20241225,S-003,D-0043,385.79,13.99,aggregate
MW-038376,20240206,S-002,D-0011,347.97,57.12,aggregate
MW-038377,20230509,S-002,D-0026,536.52,18.19,aggregate
MW-038378,20230426,S-004,D-0036,593.12,8.72,aggregate
MW-038379,20240402,S-005,D-0015,702.6,22.92,aggregate
MW-038380,20240721,S-003,D-0009,170.83,74.38,aggregate
MW-038381,20240715,S-001,D-0010,163.9,17.16,aggregate
MW-038382,20230425,S-001,D-0042,642.62,60.35,aggregate
MW-038383,20230402,S-003,D-0032,328.42,10.15,aggregate
MW-038384,20241225,S-004,D-0048,412.31,19.6,aggregate
MW-038385,20230326,S-003,D-0036,501.82,9.01,aggregate
MW-038386,20241113,S-005,D-0003,378.57,10.55,aggregate
MW-038387,20231129,S-004,D-0022,354.33,22.48,instant
MW-038388,20240609,S-001,D-0032,934.5,14.72,aggregate
MW-038389,20240426,S-005,D-0026,494.45,8.82,aggregate
MW-038390,20240805,S-004,D-0026,530.51,40.72,aggregate
MW-038391,20230216,S-003,D-0003,181.3,17.49,aggregate
MW-038392,20240913,S-001,D-0004,473.31,26.42,aggregate
MW-038393,20241116,S-001,D-0048,769.37,4.01,aggregate
MW-038394,20231104,S-005,D-0047,370.02,14.24,instant
MW-038395,20231227,S-002,D-0014,225.1,7.5,aggregate
MW-038396,20241220,S-001,D-0033,297.16,29.66,aggregate
MW-038397,20230326,S-001,D-0041,620.11,22.76,aggregate
MW-038398,20230908,S-001,D-0045,596.79,11.07,instant
MW-038399,20241230,S-004,D-0049,840.53,14.43,aggregate
MW-038400,20230525,S-004,D-0037,519.6,5.28,aggregate
MW-038401,20230721,S-005,D-0039,577.44,20.02,aggregate
MW-038402,20240719,S-002,D-0036,444.02,27.07,aggregate
MW-038403,20230429,S-002,D-0050,434.38,18.16,aggregate
MW-038404,20230222,S-005,D-0014,520.4,26.89,aggregate
MW-038405,20231122,S-002,D-0013,104.02,33.06,aggregate
MW-038406,20240221,S-002,D-0043,559.83,34.25,aggregate
MW-038407,20241128,S-003,D-0022,373.51,68.6,aggregate
MW-038408,20241206,S-001,D-0022,571.2,20.65,aggregate
MW-038409,20230420,S-002,D-0032,325.18,5.62,aggregate
MW-038410,20230122,S-005,D-0036,543.05,16.1,aggregate
MW-038411,20230703,S-003,D-0049,787.24,5.81,instant
MW-038412,20240603,S-004,D-0001,549.18,18.22,aggregate
MW-038413,20240420,S-004,D-0031,628.04,21.81,aggregate
MW-038414,20240421,S-003,D-0004,286.11,9.31,aggregate
MW-038415,20241204,S-002,D-0022,579.78,27.29,aggregate
MW-038416,20230614,S-005,D-0001,539.88,6.69,aggregate
MW-038417,20241203,S-004,D-0027,316.2,10.55,aggregate
MW-038418,20240329,S-003,D-0009,326.57,49.99,aggregate
MW-038419,20231210,S-004,D-0009,132.75,17.7,aggregate
MW-038420,20240305,S-005,D-0026,935.05,23.91,aggregate
MW-038421,20231015,S-005,D-0034,809.6,22.33,aggregate
MW-038422,20241010,S-002,D-0034,356.46,17.61,aggregate
MW-038423,20231011,S-002,D-0033,599.98,22.4,aggregate
MW-038424,20240705,S-002,D-0049,701.76,35.06,aggregate
MW-038425,20231031,S-001,D-0021,652.7,8.92,aggregate
MW-038426,20230404,S-001,D-0031,250.71,3.93,aggregate
MW-038427,20230205,S-001,D-0013,616.77,35.01,aggregate
MW-038428,20230212,S-002,D-0033,545.82,49.81,aggregate
MW-038429,20231229,S-005,D-0011,402.23,13.57,aggregate
MW-038430,20231014,S-004,D-0034,275.18,30.84,aggregate
MW-038431,20240321,S-001,D-0046,415.13,50.87,aggregate
MW-038432,20240605,S-001,D-0007,420.22,27.17,aggregate
MW-038433,20230402,S-001,D-0031,863.8,42.86,aggregate
MW-038434,20240410,S-001,D-0042,1014.72,23.88,aggregate
MW-038435,20230311,S-005,D-0013,725.42,19.83,instant
MW-038436,20240929,S-001,D-0022,741.73,13.87,instant
MW-038437,20240502,S-005,D-0034,312.59,10.26,aggregate
MW-038438,20230415,S-001,D-0040,182.1,31.69,aggregate
MW-038439,20230718,S-002,D-0036,827.28,11.09,aggregate
MW-038440,20230215,S-003,D-0027,480.78,2.65,aggregate
MW-038441,20230414,S-003,D-0041,348.15,15.65,instant
MW-038442,20231109,S-002,D-0026,461.95,43.92,instant
MW-038443,20230502,S-003,D-0039,656.98,13.97,aggregate
MW-038444,20230519,S-002,D-0034,788.19,14.9,aggregate
MW-038445,20240523,S-005,D-0009,811.83,24.82,aggregate
MW-038446,20231228,S-001,D-0045,349.38,14.13,aggregate
MW-038447,20230911,S-005,D-0012,264.05,8.23,aggregate
MW-038448,20240226,S-001,D-0041,285.76,43.04,aggregate
MW-038449,20231129,S-003,D-0012,426.39,7.97,aggregate
MW-038450,20230625,S-001,D-0010,762.43,35.1,instant
MW-038451,20240514,S-004,D-0038,427.39,11.72,instant
MW-038452,20230524,S-003,D-0031,713.18,34.49,instant
MW-038453,20231117,S-001,D-0030,217.33,8.32,instant
MW-038454,20231029,S-002,D-0002,242.3,21.95,aggregate
MW-038455,20241208,S-004,D-0021,742.79,25.21,aggregate
MW-038456,20231005,S-001,D-0029,724.64,6.53,aggregate
MW-038457,20230925,S-002,D-0001,995.08,13.33,aggregate
MW-038458,20230415,S-003,D-0044,292.45,23.44,aggregate
MW-038459,20240113,S-002,D-0024,437.62,3.7,instant
MW-038460,20240912,S-004,D-0003,544.1,16.37,instant
MW-038461,20230429,S-004,D-0047,288.12,6.6,aggregate
MW-038462,20240815,S-002,D-0006,311.37,15.99,instant
MW-038463,20230617,S-004,D-0020,610.18,37.13,aggregate
MW-038464,20230218,S-001,D-0049,361.95,6.74,aggregate
MW-038465,20241004,S-001,D-0018,763.8,20.94,aggregate
MW-038466,20240307,S-005,D-0002,455.8,18.14,instant
MW-038467,20240605,S-002,D-0046,572.36,4.58,aggregate
MW-038468,20241216,S-004,D-0010,471.42,23.88,aggregate
MW-038469,20230522,S-001,D-0014,493.31,19.31,aggregate
MW-038470,20230329,S-005,D-0021,406.83,9.09,aggregate
MW-038471,20230731,S-002,D-0014,163.46,23.63,aggregate
MW-038472,20241125,S-002,D-0002,469.94,19.15,aggregate
MW-038473,20240723,S-005,D-0008,581.42,9.23,aggregate
MW-038474,20240307,S-005,D-0006,444.1,23.44,aggregate
MW-038475,20240331,S-005,D-0039,611.94,13.79,aggregate
MW-038476,20240319,S-003,D-0042,379.76,29.83,aggregate
MW-038477,20230517,S-001,D-0028,591.3,29.16,aggregate
MW-038478,20240116,S-003,D-0042,676.71,6.16,aggregate
MW-038479,20240131,S-004,D-0017,340.0,28.69,aggregate
MW-038480,20240321,S-002,D-0048,591.38,37.43,aggregate
MW-038481,20230801,S-005,D-0008,308.13,8.17,aggregate
MW-038482,20230810,S-003,D-0048,235.21,8.78,aggregate
MW-038483,20230730,S-005,D-0033,514.16,43.13,aggregate
MW-038484,20240528,S-004,D-0040,578.65,32.84,aggregate
MW-038485,20240508,S-004,D-0027,356.28,5.67,aggregate
MW-038486,20231020,S-005,D-0038,446.14,16.76,aggregate
MW-038487,20231105,S-001,D-0031,532.56,26.54,aggregate
MW-038488,20230322,S-005,D-0050,896.75,26.41,aggregate
MW-038489,20231127,S-003,D-0040,199.52,21.78,instant
MW-038490,20230430,S-002,D-0032,561.17,23.64,aggregate
MW-038491,20241008,S-004,D-0008,415.28,33.16,aggregate
MW-038492,20231223,S-004,D-0004,857.7,31.99,aggregate
MW-038493,20230201,S-001,D-0009,296.52,8.14,aggregate
MW-038494,20241029,S-002,D-0039,498.93,17.58,aggregate
MW-038495,20240111,S-003,D-0002,449.19,10.4,aggregate
MW-038496,20231017,S-004,D-0046,452.0,14.18,aggregate
MW-038497,20240916,S-001,D-0030,537.33,30.92,aggregate
MW-038498,20240510,S-002,D-0014,640.43,77.98,aggregate
MW-038499,20240103,S-003,D-0025,544.16,4.29,aggregate
MW-038500,20231107,S-005,D-0004,574.73,30.1,instant
MW-038501,20231125,S-001,D-0027,537.93,13.04,aggregate
MW-038502,20240216,S-001,D-0009,756.09,17.38,aggregate
MW-038503,20240325,S-001,D-0033,82.29,9.41,aggregate
MW-038504,20230123,S-002,D-0029,693.42,20.27,aggregate
MW-038505,20240228,S-003,D-0038,331.4,1.03,instant
MW-038506,20230907,S-003,D-0018,438.15,21.61,aggregate
MW-038507,20231017,S-004,D-0032,584.4,22.23,instant
MW-038508,20231204,S-001,D-0030,533.01,21.54,aggregate
MW-038509,20230728,S-003,D-0037,526.78,13.89,instant
MW-038510,20230617,S-004,D-0012,101.31,20.91,aggregate
MW-038511,20230824,S-004,D-0016,361.69,19.82,instant
MW-038512,20240509,S-003,D-0047,440.08,7.08,instant
MW-038513,20230726,S-004,D-0010,184.41,13.06,aggregate
MW-038514,20241215,S-003,D-0002,314.88,22.22,aggregate
MW-038515,20230419,S-001,D-0042,230.95,23.33,aggregate
MW-038516,20240411,S-001,D-0046,258.45,8.68,aggregate
MW-038517,20230810,S-005,D-0040,380.69,15.43,instant
MW-038518,20240607,S-002,D-0012,147.08,26.1,aggregate
MW-038519,20230529,S-004,D-0031,643.42,11.36,instant
MW-038520,20230927,S-001,D-0006,142.09,18.71,aggregate
MW-038521,20231127,S-002,D-0040,268.42,14.9,aggregate
MW-038522,20240515,S-001,D-0014,448.94,20.15,aggregate
MW-038523,20231204,S-002,D-0044,487.66,5.03,aggregate
MW-038524,20230410,S-002,D-0037,598.58,13.81,aggregate
MW-038525,20230818,S-001,D-0035,1024.19,37.95,aggregate
MW-038526,20230430,S-001,D-0025,571.1,38.56,aggregate
MW-038527,20240512,S-002,D-0048,650.3,4.69,aggregate
MW-038528,20230803,S-005,D-0043,363.15,2.41,aggregate
MW-038529,20230216,S-002,D-0010,771.81,32.85,aggregate
MW-038530,20241023,S-002,D-0031,297.49,17.93,aggregate
MW-038531,20230921,S-002,D-0046,329.55,17.4,aggregate
MW-038532,20240812,S-002,D-0033,422.14,30.42,instant
MW-038533,20240723,S-001,D-0027,610.35,9.64,aggregate
MW-038534,20230405,S-003,D-0048,215.82,11.68,instant
MW-038535,20230823,S-001,D-0009,246.49,33.62,aggregate
MW-038536,20231101,S-003,D-0012,546.26,29.56,aggregate
MW-038537,20241011,S-004,D-0005,875.33,10.64,aggregate
MW-038538,20230109,S-003,D-0016,431.94,5.37,aggregate
MW-038539,20241226,S-004,D-0031,903.36,12.7,aggregate
MW-038540,20231101,S-002,D-0025,357.48,4.58,instant
MW-038541,20241031,S-005,D-0013,451.23,23.73,instant
MW-038542,20230205,S-001,D-0050,568.02,24.68,aggregate
MW-038543,20230812,S-005,D-0014,386.78,37.08,aggregate
MW-038544,20240415,S-004,D-0003,700.4,54.37,aggregate
MW-038545,20231009,S-005,D-0031,631.52,10.39,aggregate
MW-038546,20230424,S-003,D-0030,529.85,30.68,instant
MW-038547,20230303,S-002,D-0046,928.9,2.82,aggregate
MW-038548,20240706,S-005,D-0031,495.16,3.94,aggregate
MW-038549,20240317,S-002,D-0018,928.52,1.46,aggregate
MW-038550,20230410,S-003,D-0003,280.62,37.94,aggregate
MW-038551,20240809,S-004,D-0013,204.93,27.93,aggregate
MW-038552,20240528,S-002,D-0048,566.34,15.33,aggregate
MW-038553,20240106,S-004,D-0040,456.56,60.1,aggregate
MW-038554,20240126,S-001,D-0008,563.6,11.57,aggregate
MW-038555,20240307,S-001,D-0042,497.47,41.89,instant
MW-038556,20231023,S-002,D-0026,136.7,20.88,aggregate
MW-038557,20230606,S-001,D-0016,259.1,20.71,aggregate
MW-038558,20240108,S-002,D-0024,765.21,32.15,aggregate
MW-038559,20230821,S-002,D-0002,438.98,11.05,instant
MW-038560,20240703,S-005,D-0024,621.43,44.27,aggregate
MW-038561,20240927,S-002,D-0014,392.9,18.09,instant
MW-038562,20240718,S-001,D-0040,332.23,17.24,aggregate
MW-038563,20241211,S-002,D-0007,278.1,8.94,aggregate
MW-038564,20240814,S-004,D-0028,806.37,33.19,aggregate
MW-038565,20241219,S-004,D-0027,438.68,21.73,aggregate
MW-038566,20230726,S-001,D-0041,702.37,14.04,instant
MW-038567,20241011,S-005,D-0019,762.97,11.66,aggregate
MW-038568,20240907,S-005,D-0009,578.3,34.63,aggregate
MW-038569,20240725,S-005,D-0035,586.44,18.35,aggregate
MW-038570,20231007,S-003,D-0023,280.46,51.96,aggregate
MW-038571,20240617,S-005,D-0016,235.46,27.34,instant
MW-038572,20240920,S-004,D-0044,383.56,14.77,aggregate
MW-038573,20231119,S-004,D-0010,545.6,29.7,aggregate
MW-038574,20241219,S-005,D-0035,397.54,3.89,aggregate
MW-038575,20241030,S-003,D-0018,1003.22,13.15,aggregate
MW-038576,20230528,S-002,D-0002,645.65,41.13,aggregate
MW-038577,20231029,S-005,D-0044,607.18,14.65,aggregate
MW-038578,20240929,S-005,D-0044,660.44,6.68,aggregate
MW-038579,20240309,S-005,D-0049,456.68,19.81,instant
MW-038580,20231123,S-001,D-0003,639.43,20.77,aggregate
MW-038581,20231031,S-003,D-0048,576.89,49.55,aggregate
MW-038582,20240802,S-003,D-0004,1117.99,13.61,aggregate
MW-038583,20231003,S-004,D-0020,358.06,10.89,aggregate
MW-038584,20240413,S-002,D-0041,592.57,19.82,instant
MW-038585,20240210,S-004,D-0028,435.54,16.68,aggregate
MW-038586,20230407,S-005,D-0014,336.78,43.52,aggregate
MW-038587,20230501,S-003,D-0008,734.98,33.11,instant
MW-038588,20240504,S-002,D-0009,530.83,26.68,aggregate
MW-038589,20240427,S-004,D-0050,633.76,7.83,aggregate
MW-038590,20231109,S-004,D-0017,493.59,5.86,instant
MW-038591,20240923,S-004,D-0038,527.49,17.14,instant
MW-038592,20230419,S-002,D-0029,475.0,29.36,instant
MW-038593,20230611,S-005,D-0002,574.71,4.21,aggregate
MW-038594,20240209,S-003,D-0001,356.69,36.18,aggregate
MW-038595,20230826,S-004,D-0044,424.53,12.46,aggregate
MW-038596,20240412,S-005,D-0032,397.16,7.71,aggregate
MW-038597,20230712,S-005,D-0018,204.6,25.47,aggregate
MW-038598,20240325,S-005,D-0045,489.21,31.52,aggregate
MW-038599,20241014,S-004,D-0002,342.87,11.83,aggregate
MW-038600,20241222,S-001,D-0007,793.37,9.18,aggregate
MW-038601,20240628,S-001,D-0024,806.51,17.84,aggregate
MW-038602,20230316,S-001,D-0014,765.8,29.16,aggregate
MW-038603,20241105,S-005,D-0025,671.36,22.55,aggregate
MW-038604,20240205,S-002,D-0007,366.82,12.45,aggregate
MW-038605,20240225,S-005,D-0019,202.17,22.99,instant
MW-038606,20230123,S-005,D-0038,853.2,27.54,aggregate
MW-038607,20230116,S-001,D-0044,334.52,8.92,aggregate
MW-038608,20240609,S-005,D-0025,476.06,22.65,instant
MW-038609,20241020,S-004,D-0048,283.07,27.11,instant
MW-038610,20240119,S-004,D-0034,585.01,7.5,instant
MW-038611,20230223,S-003,D-0045,1049.71,19.59,aggregate
MW-038612,20240925,S-001,D-0011,602.3,43.03,aggregate
MW-038613,20230208,S-003,D-0027,1207.67,3.63,aggregate
MW-038614,20230331,S-002,D-0003,715.19,27.06,instant
MW-038615,20240731,S-005,D-0017,872.42,25.65,aggregate
MW-038616,20240329,S-001,D-0014,849.63,3.59,aggregate
MW-038617,20230309,S-005,D-0019,543.52,62.07,aggregate
MW-038618,20240311,S-001,D-0002,418.72,7.07,aggregate
MW-038619,20240214,S-001,D-0018,303.59,16.27,instant
MW-038620,20241128,S-001,D-0003,279.46,3.96,aggregate
MW-038621,20230829,S-001,D-0043,623.88,16.46,aggregate
MW-038622,20231118,S-003,D-0033,309.82,5.6,aggregate
MW-038623,20240913,S-004,D-0040,647.4,39.37,aggregate
MW-038624,20240629,S-003,D-0007,1122.53,15.26,aggregate
MW-038625,20230915,S-005,D-0026,331.74,27.02,aggregate
MW-038626,20230131,S-005,D-0003,342.69,33.36,instant
MW-038627,20231016,S-003,D-0035,906.08,32.91,aggregate
MW-038628,20230101,S-003,D-0045,376.82,23.71,instant
MW-038629,20240306,S-005,D-0033,646.96,10.86,aggregate
MW-038630,20240114,S-001,D-0049,358.61,9.58,aggregate
MW-038631,20240210,S-001,D-0002,314.96,7.99,instant
MW-038632,20231012,S-002,D-0047,513.77,26.06,aggregate
MW-038633,20240415,S-002,D-0026,316.56,7.43,aggregate
MW-038634,20230817,S-005,D-0040,939.55,24.22,aggregate
MW-038635,20241228,S-005,D-0019,621.34,7.91,instant
MW-038636,20230608,S-004,D-0019,761.32,9.69,aggregate
MW-038637,20241007,S-001,D-0015,950.14,25.5,aggregate
MW-038638,20240915,S-004,D-0046,223.01,2.87,aggregate
MW-038639,20230605,S-003,D-0037,437.16,18.28,aggregate
MW-038640,20241212,S-001,D-0029,381.03,28.82,aggregate
MW-038641,20241005,S-001,D-0010,359.08,27.21,aggregate
MW-038642,20230917,S-005,D-0042,564.76,16.94,aggregate
MW-038643,20241228,S-004,D-0013,517.23,9.0,aggregate
MW-038644,20240331,S-004,D-0039,522.39,6.32,aggregate
MW-038645,20240413,S-002,D-0036,481.55,27.2,aggregate
MW-038646,20230123,S-003,D-0005,541.87,5.71,instant
MW-038647,20241028,S-001,D-0005,182.95,27.43,aggregate
MW-038648,20231206,S-001,D-0007,495.12,22.35,aggregate
MW-038649,20230111,S-002,D-0022,474.3,44.09,aggregate
MW-038650,20230321,S-001,D-0006,766.95,15.06,aggregate
MW-038651,20230714,S-005,D-0024,204.19,10.84,aggregate
MW-038652,20240531,S-001,D-0025,315.43,24.21,aggregate
MW-038653,20231114,S-002,D-0038,845.62,10.64,aggregate
MW-038654,20240928,S-001,D-0012,589.23,17.79,aggregate
MW-038655,20230330,S-001,D-0009,1181.0,27.81,aggregate
MW-038656,20230204,S-001,D-0041,865.0,0.65,instant
MW-038657,20230712,S-002,D-0035,359.41,5.17,aggregate
MW-038658,20230223,S-004,D-0034,199.3,46.71,aggregate
MW-038659,20240712,S-003,D-0024,960.66,31.3,aggregate
MW-038660,20240803,S-005,D-0046,538.46,20.42,aggregate
MW-038661,20240627,S-004,D-0035,526.99,16.02,aggregate
MW-038662,20230331,S-001,D-0040,519.7,43.55,aggregate
MW-038663,20230401,S-004,D-0043,640.29,82.45,aggregate
MW-038664,20241216,S-002,D-0029,221.56,18.8,aggregate
MW-038665,20230921,S-002,D-0040,520.35,32.08,aggregate
MW-038666,20230718,S-001,D-0001,520.34,30.61,aggregate
MW-038667,20240228,S-003,D-0034,562.69,11.55,aggregate
MW-038668,20230718,S-002,D-0013,520.42,13.23,aggregate
MW-038669,20240121,S-004,D-0011,503.37,25.34,aggregate
MW-038670,20240302,S-003,D-0006,370.66,16.53,aggregate
MW-038671,20231110,S-005,D-0040,1150.34,17.33,aggregate
MW-038672,20240122,S-002,D-0029,982.3,8.59,instant
MW-038673,20230601,S-005,D-0029,249.99,28.51,aggregate
MW-038674,20240208,S-002,D-0004,407.47,60.65,aggregate
MW-038675,20240829,S-003,D-0040,571.78,31.98,aggregate
MW-038676,20230830,S-002,D-0043,325.12,8.53,aggregate
MW-038677,20240828,S-005,D-0039,489.3,12.4,aggregate
MW-038678,20241127,S-003,D-0022,659.11,10.09,instant
MW-038679,20240926,S-001,D-0015,317.6,5.91,aggregate
MW-038680,20231011,S-001,D-0039,545.63,13.43,aggregate
MW-038681,20240427,S-005,D-0023,354.34,47.81,aggregate
MW-038682,20230707,S-001,D-0013,705.07,21.99,aggregate
MW-038683,20231216,S-001,D-0012,573.79,27.47,aggregate
MW-038684,20230510,S-001,D-0047,615.26,7.94,aggregate
MW-038685,20230823,S-003,D-0050,631.32,8.88,instant
MW-038686,20240315,S-004,D-0024,647.54,19.95,aggregate
MW-038687,20230415,S-003,D-0011,201.47,33.46,aggregate
MW-038688,20240603,S-003,D-0040,556.77,14.02,instant
MW-038689,20241019,S-001,D-0018,726.47,19.13,instant
MW-038690,20240209,S-002,D-0036,328.61,7.42,aggregate
MW-038691,20240331,S-005,D-0011,338.76,16.19,aggregate
MW-038692,20231028,S-002,D-0023,879.64,25.62,instant
MW-038693,20230829,S-005,D-0024,331.66,22.57,aggregate
MW-038694,20241227,S-005,D-0030,685.49,5.66,aggregate
MW-038695,20241121,S-003,D-0028,586.48,7.44,aggregate
MW-038696,20240129,S-004,D-0013,616.69,27.99,instant
MW-038697,20230531,S-001,D-0008,541.76,6.5,aggregate
MW-038698,20240414,S-003,D-0029,553.14,7.28,aggregate
MW-038699,20230531,S-002,D-0039,326.31,16.32,aggregate
MW-038700,20230921,S-002,D-0046,190.28,30.49,instant
MW-038701,20241012,S-005,D-0050,700.99,24.55,aggregate
MW-038702,20240130,S-003,D-0024,455.21,35.93,aggregate
MW-038703,20240525,S-003,D-0006,340.69,34.78,aggregate
MW-038704,20230723,S-002,D-0048,562.96,9.74,aggregate
MW-038705,20240101,S-001,D-0050,343.72,12.02,aggregate
MW-038706,20240521,S-001,D-0002,164.65,5.07,instant
MW-038707,20230430,S-005,D-0009,268.74,23.1,instant
MW-038708,20240203,S-004,D-0021,464.51,17.53,aggregate
MW-038709,20230126,S-004,D-0011,230.21,8.46,aggregate
MW-038710,20241224,S-001,D-0011,362.57,7.04,instant
MW-038711,20230529,S-001,D-0031,506.39,41.03,aggregate
MW-038712,20240821,S-001,D-0009,458.82,30.1,aggregate
MW-038713,20230525,S-005,D-0011,259.09,9.0,aggregate
MW-038714,20230321,S-005,D-0017,463.74,32.54,aggregate
MW-038715,20230829,S-001,D-0023,594.38,10.66,aggregate
MW-038716,20230705,S-003,D-0032,673.34,19.44,aggregate
MW-038717,20230921,S-003,D-0048,298.42,27.14,aggregate
MW-038718,20231219,S-002,D-0047,492.89,11.14,aggregate
MW-038719,20231015,S-001,D-0049,356.05,26.23,aggregate
MW-038720,20240406,S-002,D-0005,292.56,5.8,aggregate
MW-038721,20240512,S-001,D-0043,626.5,15.1,aggregate
MW-038722,20230825,S-005,D-0005,566.52,8.32,aggregate
MW-038723,20230317,S-003,D-0027,260.91,41.99,aggregate
MW-038724,20240705,S-003,D-0044,427.73,42.11,aggregate
MW-038725,20230911,S-002,D-0030,721.25,17.77,aggregate
MW-038726,20230815,S-004,D-0032,406.22,3.18,aggregate
MW-038727,20230530,S-005,D-0043,437.6,9.3,aggregate
MW-038728,20231002,S-001,D-0033,439.25,64.61,aggregate
MW-038729,20230330,S-004,D-0018,572.91,16.69,aggregate
MW-038730,20231020,S-003,D-0026,796.66,7.8,aggregate
MW-038731,20240215,S-004,D-0017,602.33,26.7,aggregate
MW-038732,20231126,S-005,D-0006,315.83,63.84,aggregate
MW-038733,20231224,S-004,D-0048,700.2,67.53,aggregate
MW-038734,20241230,S-001,D-0021,680.24,14.93,aggregate
MW-038735,20230512,S-002,D-0044,547.78,7.45,aggregate
MW-038736,20240604,S-004,D-0026,452.59,4.97,aggregate
MW-038737,20230701,S-002,D-0009,452.9,30.91,instant
