FinanceID,Chave_Data,SiteID,CAPEX_ESG,OPEX_ESG,SavingsEstimate,RevenueImpactEstimate
FIN-002256,20230112,S-001,75657.88,1137.11,14379.71,8084.28
FIN-002257,20240823,S-003,70079.5,7019.5,34674.64,12154.99
FIN-002258,20240518,S-003,93125.76,4322.45,40638.91,22840.81
FIN-002259,20231016,S-002,60590.86,2148.09,37089.79,24215.18
FIN-002260,20230806,S-004,83167.05,15438.29,48766.76,17965.81
FIN-002261,20230721,S-002,86020.88,16398.57,25873.47,26870.25
FIN-002262,20230913,S-003,30558.68,5664.48,4978.72,12991.22
FIN-002263,20241128,S-005,44636.52,2518.51,5157.75,13892.92
FIN-002264,20231122,S-001,12158.49,6523.3,1242.7,21711.31
FIN-002265,20240408,S-004,31486.88,1924.64,40152.18,252.55
FIN-002266,20230628,S-002,27586.0,6814.62,14499.32,7661.26
FIN-002267,20230417,S-002,56862.4,14562.0,18812.95,5276.62
FIN-002268,20241108,S-005,47867.69,10232.88,17259.19,6763.3
FIN-002269,20230727,S-003,74052.42,8328.01,5928.89,5581.97
FIN-002270,20240924,S-002,81343.8,6551.26,23009.53,5790.98
FIN-002271,20240301,S-003,83813.27,1032.65,4934.45,19166.35
FIN-002272,20230719,S-002,49574.95,6597.89,30053.08,3255.15
FIN-002273,20240129,S-003,44960.87,5615.57,42896.36,7460.35
FIN-002274,20231021,S-004,93123.99,18184.51,22001.38,18754.1
FIN-002275,20241013,S-005,35383.52,5799.06,38658.21,12771.11
FIN-002276,20240115,S-001,69335.8,15529.59,44588.46,16918.86
FIN-002277,20241110,S-003,50550.09,1919.44,991.37,3658.72
FIN-002278,20241228,S-005,55038.64,2841.11,30565.68,22112.54
FIN-002279,20230228,S-001,99760.84,4305.4,49791.48,17204.77
FIN-002280,20231111,S-003,90603.43,19254.94,41871.34,19260.63
FIN-002281,20240627,S-001,77729.74,14419.36,37496.82,27675.11
FIN-002282,20231129,S-005,75571.65,19788.51,46224.7,1039.34
FIN-002283,20230409,S-004,94409.28,1313.77,20482.31,26709.14
FIN-002284,20241110,S-001,26604.53,3314.66,39418.98,15138.04
FIN-002285,20230704,S-001,22841.99,9386.11,22387.36,5281.62
FIN-002286,20240408,S-005,94812.37,7426.81,4387.79,10994.05
FIN-002287,20230307,S-002,74988.81,9232.94,40463.5,12609.55
FIN-002288,20240404,S-005,74500.37,17560.44,23713.5,21310.69
FIN-002289,20240121,S-002,31891.26,3749.72,37340.47,13690.02
FIN-002290,20231115,S-005,72699.27,17719.49,7497.75,4450.32
FIN-002291,20240723,S-003,31281.04,1509.84,31576.99,6593.64
FIN-002292,20230407,S-005,54579.33,16245.63,44297.93,22572.86
FIN-002293,20240324,S-003,11938.12,11144.45,42017.61,26691.88
FIN-002294,20241107,S-004,78122.4,2654.21,9484.17,3106.44
FIN-002295,20240518,S-003,82266.39,13553.54,22902.76,20273.03
FIN-002296,20230320,S-001,60144.37,6562.6,37822.56,13434.25
FIN-002297,20241109,S-004,96327.38,12447.58,40479.12,14002.97
FIN-002298,20240101,S-003,28707.77,2372.89,15945.03,9300.05
FIN-002299,20231013,S-002,22221.71,13199.72,18873.56,29343.29
FIN-002300,20230320,S-002,28598.95,15564.23,14136.99,16654.78
FIN-002301,20240610,S-004,78573.45,19841.67,48243.59,1089.38
FIN-002302,20240628,S-005,70129.61,7244.15,10196.14,2400.15
FIN-002303,20240929,S-005,29708.09,17807.63,17192.95,11437.03
FIN-002304,20230519,S-003,83058.12,2122.05,30311.75,4299.39
FIN-002305,20230228,S-003,17877.62,19861.45,17804.5,22450.64
FIN-002306,20231004,S-003,45258.88,18318.8,30876.44,14897.3
FIN-002307,20240308,S-003,51379.37,14604.57,28512.57,22907.86
FIN-002308,20240302,S-005,84327.25,14064.7,11605.38,29804.71
FIN-002309,20230706,S-001,94893.6,2943.88,24730.88,29038.05
FIN-002310,20230315,S-004,37727.02,14063.08,23044.59,26408.94
FIN-002311,20240105,S-003,33109.69,11010.09,15344.5,12961.61
FIN-002312,20231107,S-002,94075.85,6099.41,36559.06,24015.41
FIN-002313,20240208,S-001,16727.23,5022.78,42284.09,12447.75
FIN-002314,20240209,S-004,82701.11,14902.13,5457.22,13385.07
FIN-002315,20230815,S-001,11250.41,15590.42,17049.61,11975.61
FIN-002316,20230708,S-002,66892.07,12251.15,17093.54,12961.97
FIN-002317,20240102,S-003,55164.13,16069.98,17962.95,15460.97
FIN-002318,20240410,S-005,55701.22,19273.17,9979.96,1214.18
FIN-002319,20240312,S-002,96678.95,17055.3,16756.83,5792.88
FIN-002320,20230923,S-004,37001.8,3418.41,29822.57,18680.59
FIN-002321,20240406,S-004,36628.66,6026.41,33456.45,24133.27
FIN-002322,20230724,S-002,32034.03,6741.21,20946.81,11008.51
FIN-002323,20240708,S-004,25189.41,14868.54,21041.37,22173.13
FIN-002324,20230111,S-002,78055.24,13076.31,19625.5,27421.68
FIN-002325,20231111,S-005,62622.17,6134.24,43127.34,13783.42
FIN-002326,20240221,S-005,92965.93,11908.9,43364.01,5767.03
FIN-002327,20230429,S-005,76039.45,17119.29,14280.11,8541.51
FIN-002328,20230916,S-003,77813.72,16946.94,20789.24,24205.95
FIN-002329,20230728,S-005,73047.1,15116.73,40723.88,18423.43
FIN-002330,20240711,S-002,92030.22,4449.43,27409.21,21335.85
FIN-002331,20240107,S-002,62221.68,11915.01,46649.15,14016.28
FIN-002332,20240220,S-003,67603.61,13041.7,32144.06,9217.31
FIN-002333,20240406,S-002,85883.06,2136.63,1201.24,15608.54
FIN-002334,20231108,S-003,35768.31,1002.73,29946.77,23474.93
FIN-002335,20240127,S-001,47271.09,7236.86,14779.9,11875.72
FIN-002336,20230725,S-003,13561.51,5056.35,48602.95,26967.98
FIN-002337,20241015,S-004,89182.93,4482.14,34735.9,2264.93
FIN-002338,20240718,S-002,50122.28,18041.67,21525.94,8154.69
FIN-002339,20231004,S-001,30627.34,4260.12,30449.82,22618.27
FIN-002340,20230525,S-001,91819.85,16325.1,4948.08,14442.59
FIN-002341,20240914,S-004,90045.41,15898.81,35705.05,28718.9
FIN-002342,20230124,S-002,60765.49,18620.74,4074.46,21005.04
FIN-002343,20240129,S-001,50008.64,17112.69,20857.35,20006.92
FIN-002344,20240428,S-003,36904.53,15167.07,28930.32,21777.08
FIN-002345,20240320,S-004,23726.83,1687.89,19539.44,19784.02
FIN-002346,20231220,S-004,37481.19,13459.19,8390.96,24710.52
FIN-002347,20230520,S-001,67506.94,13298.69,18065.8,25931.26
FIN-002348,20230214,S-002,58309.42,5952.53,14356.41,19399.55
FIN-002349,20240205,S-003,99116.78,5712.44,8546.71,27293.6
FIN-002350,20240313,S-002,74327.12,7023.04,35605.93,15465.94
FIN-002351,20240310,S-003,93648.39,5918.66,12600.47,5172.28
FIN-002352,20240413,S-005,13065.15,17159.25,43329.99,15835.85
FIN-002353,20240103,S-002,18282.07,7905.44,21815.29,15511.78
FIN-002354,20240524,S-003,44710.91,12285.09,26992.06,11092.66
FIN-002355,20240911,S-002,20787.37,1377.04,43201.91,3824.79
FIN-002356,20241105,S-002,21128.58,6302.99,37168.8,23664.87
FIN-002357,20230213,S-003,77677.36,18323.13,39657.02,25242.05
FIN-002358,20241225,S-002,35665.01,4283.81,8681.18,4231.86
FIN-002359,20240929,S-004,85155.61,9945.96,39747.16,22000.88
FIN-002360,20230313,S-005,81395.42,18336.36,16011.58,18165.41
FIN-002361,20240802,S-003,81446.77,12625.91,36755.22,7589.97
FIN-002362,20240510,S-002,28730.91,10656.6,1076.25,12848.54
FIN-002363,20241104,S-004,58199.32,7979.75,28752.52,14304.96
FIN-002364,20240130,S-004,87391.66,9481.34,22911.66,23242.97
FIN-002365,20230904,S-001,83219.3,11440.7,22846.66,17705.16
FIN-002366,20241109,S-004,95938.9,17357.17,48171.86,20913.08
FIN-002367,20230920,S-002,98703.97,5131.8,17266.72,1611.19
FIN-002368,20240624,S-002,38838.49,11034.68,49841.38,21967.35
FIN-002369,20230602,S-003,12589.45,15957.68,3952.62,19951.18
FIN-002370,20240812,S-004,93402.79,17148.87,39823.09,21803.95
FIN-002371,20241009,S-004,73183.78,5151.33,31631.68,4179.55
FIN-002372,20240320,S-004,78668.07,8684.26,22299.66,15793.11
FIN-002373,20240404,S-001,30032.22,5848.56,21139.98,10419.62
FIN-002374,20230301,S-004,64496.03,10413.11,35314.77,414.16
FIN-002375,20230111,S-004,51941.71,7286.94,10462.9,21202.87
FIN-002376,20240604,S-004,42535.73,5082.85,29060.03,8287.46
FIN-002377,20240729,S-005,67706.88,13480.15,10140.27,25492.63
FIN-002378,20230522,S-001,13756.43,15572.32,35479.52,25492.8
FIN-002379,20230721,S-005,72380.76,15919.6,43417.71,4352.63
FIN-002380,20231002,S-003,10276.69,19682.99,49735.04,24875.69
FIN-002381,20230622,S-002,68607.02,1756.64,49576.67,15617.96
FIN-002382,20240519,S-003,66077.33,19475.9,7521.03,8410.42
FIN-002383,20231109,S-004,27993.4,18258.22,24962.64,23995.11
FIN-002384,20230923,S-004,16697.12,19060.53,14098.17,19010.11
FIN-002385,20230223,S-003,20995.95,16414.26,41749.14,28953.43
FIN-002386,20230726,S-003,84011.9,13109.29,16375.36,22132.99
FIN-002387,20230329,S-002,93990.07,12849.99,46013.17,26315.46
FIN-002388,20240618,S-001,43011.27,19224.2,42630.78,22194.36
FIN-002389,20230120,S-001,12672.0,10537.17,49404.58,5446.71
FIN-002390,20240522,S-001,77912.24,4025.32,5545.24,22953.12
FIN-002391,20240910,S-002,89026.77,10560.36,25968.93,7895.68
FIN-002392,20241210,S-001,95317.07,4172.2,8906.41,15859.64
FIN-002393,20230315,S-003,99008.14,3903.1,36049.66,9951.99
FIN-002394,20230528,S-002,73510.79,11063.08,6995.25,21738.08
FIN-002395,20240125,S-005,61072.7,6214.16,11231.75,13508.38
FIN-002396,20230915,S-002,35270.92,14162.98,44693.71,19296.51
FIN-002397,20240225,S-001,17381.23,6425.5,45808.84,24801.71
FIN-002398,20240305,S-003,75659.83,11462.4,13186.85,7459.49
FIN-002399,20241126,S-002,61648.8,12274.06,19408.01,7518.02
FIN-002400,20240927,S-001,81934.54,16750.19,29609.78,1732.0
FIN-002401,20230625,S-005,32304.9,6155.78,48871.51,14571.94
FIN-002402,20230522,S-005,96068.55,2455.38,14543.52,14027.27
FIN-002403,20230412,S-002,54473.77,19135.21,9841.25,29184.07
FIN-002404,20240426,S-002,40400.7,1246.67,33667.0,26053.67
FIN-002405,20230915,S-004,66761.21,11425.64,38129.45,2753.97
FIN-002406,20230921,S-005,31293.58,2521.16,47284.19,8837.17
FIN-002407,20230712,S-001,55768.08,15445.26,10925.9,9711.56
FIN-002408,20240813,S-004,64352.9,14382.76,46172.53,2934.84
FIN-002409,20240809,S-005,38282.72,12161.98,24788.88,7250.6
FIN-002410,20240705,S-001,16214.54,2060.08,31683.05,8097.75
FIN-002411,20240629,S-001,99636.88,5931.27,19683.98,1417.03
FIN-002412,20231126,S-001,43434.56,12655.81,33576.7,14106.77
FIN-002413,20230723,S-005,37985.31,10193.88,27995.41,19833.6
FIN-002414,20230512,S-004,31320.74,5767.31,9902.8,21846.95
FIN-002415,20240413,S-002,66862.24,6580.63,29003.08,5313.13
FIN-002416,20240805,S-002,87320.53,1188.83,31896.74,29270.98
FIN-002417,20241027,S-002,86672.8,1456.9,36796.92,20554.53
FIN-002418,20231026,S-004,55033.23,9498.74,3187.77,29751.02
FIN-002419,20230709,S-004,41078.38,14099.81,6207.96,29220.55
FIN-002420,20240429,S-002,13051.38,3928.29,4521.62,17032.3
FIN-002421,20240613,S-005,38639.29,11203.3,45712.78,26978.89
FIN-002422,20240215,S-003,18416.57,17636.18,36377.51,29568.37
FIN-002423,20230731,S-004,20771.53,13067.37,41798.32,685.64
FIN-002424,20230112,S-001,70990.82,16049.43,16312.08,18955.77
FIN-002425,20240507,S-003,46193.16,1054.47,25612.09,25625.3
FIN-002426,20241002,S-005,11775.04,13236.82,6718.78,2387.06
FIN-002427,20240611,S-002,22578.35,15857.98,6719.73,6241.25
FIN-002428,20240805,S-004,90635.06,2764.54,38365.98,17944.72
FIN-002429,20231101,S-004,94248.4,12600.51,37015.82,26046.82
FIN-002430,20230410,S-005,13140.74,9408.67,30175.67,29029.05
FIN-002431,20230212,S-004,28242.49,10976.94,3651.59,24715.45
FIN-002432,20230310,S-004,36326.65,5560.31,47000.04,23844.27
FIN-002433,20230324,S-005,46638.47,3838.41,16318.56,23794.88
FIN-002434,20241014,S-004,88165.14,3540.51,9060.49,17940.61
FIN-002435,20240726,S-002,88610.2,11444.15,6276.74,17792.75
FIN-002436,20230327,S-003,45741.44,2419.52,15046.53,1359.32
FIN-002437,20231228,S-002,45965.07,13830.21,10360.88,22803.28
FIN-002438,20241104,S-004,92530.3,14157.7,36559.85,13766.22
FIN-002439,20240831,S-004,61406.98,13384.45,7956.55,26924.92
FIN-002440,20240208,S-004,98882.96,13768.94,29842.13,23617.83
FIN-002441,20231222,S-002,32729.06,5689.47,49085.62,7948.25
FIN-002442,20230422,S-002,22413.92,3945.23,4597.66,18812.26
FIN-002443,20240806,S-003,86754.47,12707.67,48975.81,3058.89
FIN-002444,20241128,S-003,86251.41,10869.57,41886.78,2752.15
FIN-002445,20240531,S-005,22935.46,9761.52,25675.96,22060.82
FIN-002446,20240228,S-002,98532.12,5967.12,25460.26,27545.68
FIN-002447,20230419,S-001,29260.02,13555.04,48689.28,20174.48
FIN-002448,20230908,S-004,11084.81,7467.03,713.8,10154.52
FIN-002449,20231122,S-005,80021.08,18573.48,6189.41,19995.97
FIN-002450,20230501,S-003,99718.95,8759.89,4578.13,147.34
FIN-002451,20240927,S-001,57379.27,3108.5,43893.24,17029.06
FIN-002452,20230329,S-005,80648.69,4089.15,4098.47,24787.93
FIN-002453,20230521,S-001,63432.86,10155.33,47754.5,17899.92
FIN-002454,20240819,S-001,20450.05,6015.64,35134.12,8567.09
FIN-002455,20231211,S-002,32615.36,12033.23,49482.98,21411.75
FIN-002456,20231206,S-003,90502.88,14702.05,26155.67,17914.29
FIN-002457,20240113,S-005,81200.66,10983.21,4292.35,12975.81
FIN-002458,20230821,S-003,59682.66,11215.97,28123.8,29584.92
FIN-002459,20240310,S-004,75639.82,14417.95,22852.93,19557.47
FIN-002460,20231024,S-004,17012.7,19840.24,20849.17,29630.96
FIN-002461,20240920,S-005,23941.04,14450.31,8446.26,6621.22
FIN-002462,20241027,S-002,19735.47,7110.19,2747.45,11951.94
FIN-002463,20230326,S-002,73935.04,7570.24,28060.75,8453.7
FIN-002464,20241016,S-002,98683.73,4830.78,9966.22,2836.02
FIN-002465,20241203,S-004,13530.36,19538.65,16276.5,5674.36
FIN-002466,20230516,S-001,50728.81,9369.73,19230.73,26845.63
FIN-002467,20230524,S-002,75241.97,15001.27,28039.58,27764.27
FIN-002468,20230301,S-001,87484.13,13289.13,43686.44,20928.07
FIN-002469,20230113,S-001,12543.75,3682.5,15755.78,22350.91
FIN-002470,20230402,S-004,48118.06,8421.56,13398.3,14501.32
FIN-002471,20240313,S-002,39924.64,8113.67,6437.86,18126.71
FIN-002472,20240512,S-005,38922.82,1911.62,46077.87,22818.75
FIN-002473,20230114,S-001,94607.77,9504.77,31544.66,16260.46
FIN-002474,20230807,S-002,68628.32,3138.96,35220.83,10413.21
FIN-002475,20241117,S-003,49079.9,2821.47,46120.62,14979.24
FIN-002476,20230125,S-004,96912.68,6097.61,23784.42,14868.22
FIN-002477,20230629,S-002,35171.18,2773.11,39123.87,8781.04
FIN-002478,20240704,S-003,98775.41,15573.62,46499.66,21593.89
FIN-002479,20230928,S-005,88169.86,1603.96,33407.7,29239.1
FIN-002480,20240410,S-005,70259.44,12027.24,46498.5,10289.36
FIN-002481,20240825,S-001,90172.46,2661.1,9762.26,17980.07
FIN-002482,20241101,S-001,37537.61,10223.32,2216.07,25360.03
FIN-002483,20240422,S-003,78098.36,19116.54,28081.12,22351.34
FIN-002484,20230128,S-003,79124.82,7901.09,5675.42,8961.44
FIN-002485,20240302,S-001,42789.3,9548.85,36586.24,834.81
FIN-002486,20240309,S-003,77427.89,1570.55,10119.5,20205.65
FIN-002487,20230727,S-003,40344.15,10315.57,1226.88,11198.44
FIN-002488,20240113,S-001,22621.86,5653.89,26005.03,5928.78
FIN-002489,20240201,S-001,95777.06,14653.72,31464.99,25476.17
FIN-002490,20230527,S-001,49582.41,10552.62,24360.71,13731.43
FIN-002491,20230903,S-005,15255.01,8388.39,6741.78,3307.62
FIN-002492,20240806,S-002,54976.6,13570.97,29321.93,19818.93
FIN-002493,20240814,S-005,67520.14,13313.5,9561.32,16618.57
FIN-002494,20230309,S-005,50880.37,6332.06,23450.78,9182.97
FIN-002495,20240527,S-002,99232.09,18003.68,14024.13,17636.57
FIN-002496,20231126,S-005,56844.21,11742.71,7238.87,22547.24
FIN-002497,20240329,S-004,63626.26,11368.06,2202.43,11958.96
FIN-002498,20241218,S-005,86523.98,13075.7,30501.29,16256.87
FIN-002499,20230714,S-001,22912.79,9252.5,5418.24,11708.47
FIN-002500,20230728,S-002,98195.13,1057.44,48642.52,11889.77
FIN-002501,20230111,S-005,59219.29,19571.33,47687.45,3738.55
FIN-002502,20230303,S-002,96233.38,13245.07,31558.45,5485.73
FIN-002503,20230315,S-003,19505.36,3345.41,23237.78,14727.44
FIN-002504,20230117,S-004,11220.94,13925.35,7963.63,9225.61
FIN-002505,20230615,S-002,77725.21,13475.67,10615.19,5005.85
FIN-002506,20230913,S-003,13495.05,12314.5,23847.86,7862.92
FIN-002507,20240919,S-002,60326.73,13345.99,24584.0,20902.27
FIN-002508,20241018,S-001,23584.53,17088.97,1949.28,19907.25
FIN-002509,20230612,S-002,65302.31,19938.77,5050.31,11626.31
FIN-002510,20231230,S-004,20549.23,14530.01,48945.65,13315.25
FIN-002511,20230929,S-004,10832.47,14148.5,15512.35,13329.93
FIN-002512,20230816,S-002,72646.89,9107.3,3063.92,27880.02
FIN-002513,20240305,S-002,58670.09,4439.29,28079.77,495.71
FIN-002514,20240321,S-002,55399.36,3856.01,28696.93,15220.07
FIN-002515,20241120,S-005,94778.66,18072.19,8630.6,12557.16
FIN-002516,20240331,S-002,46631.84,18534.47,15434.65,23512.55
FIN-002517,20240818,S-004,58451.94,9417.6,19473.27,9800.51
FIN-002518,20230404,S-001,55061.23,9878.2,7525.13,396.22
FIN-002519,20230218,S-003,48370.58,15540.79,13920.92,1787.01
FIN-002520,20230519,S-001,30875.48,14917.25,39981.9,12849.35
FIN-002521,20230823,S-001,58045.51,3690.14,40225.18,17980.83
FIN-002522,20241209,S-002,43983.38,17975.58,5551.17,5383.19
FIN-002523,20241108,S-005,27343.98,4976.76,49868.31,16847.91
FIN-002524,20231010,S-002,66240.78,13109.58,37611.89,1554.68
FIN-002525,20231123,S-001,22734.48,5460.78,2163.07,14516.52
FIN-002526,20230420,S-005,63759.6,13822.36,48728.78,1331.99
FIN-002527,20241222,S-003,64064.67,7660.01,4768.94,20399.98
FIN-002528,20240313,S-001,11017.44,19012.8,30324.35,29408.41
FIN-002529,20240309,S-004,50841.78,8916.79,20022.71,16853.91
FIN-002530,20240408,S-002,75586.88,10793.96,8202.35,14513.03
FIN-002531,20230210,S-001,67238.86,3915.17,9832.11,7672.44
FIN-002532,20230211,S-004,71657.91,12017.21,36463.09,29264.09
FIN-002533,20230430,S-005,96495.57,17294.23,42163.55,9543.64
FIN-002534,20240623,S-004,20439.54,9901.94,2255.94,12869.5
FIN-002535,20230903,S-005,26589.24,17720.23,13193.96,29678.57
FIN-002536,20230213,S-004,99293.44,10455.53,877.71,15457.15
FIN-002537,20240623,S-004,62962.39,15843.31,41182.68,27284.52
FIN-002538,20240318,S-005,39817.41,16572.52,34428.67,19111.43
FIN-002539,20240704,S-005,51491.81,6025.27,33398.54,12592.61
FIN-002540,20230119,S-002,94588.05,1242.18,19510.68,24527.51
FIN-002541,20230228,S-002,65691.61,12125.96,3891.82,27982.85
FIN-002542,20240614,S-002,82323.5,4038.57,14525.96,16580.82
FIN-002543,20240125,S-002,12727.88,8177.18,27174.72,14865.22
FIN-002544,20240628,S-004,99791.45,1045.33,20784.63,4290.46
FIN-002545,20231208,S-001,78042.06,5219.47,28223.62,28271.79
FIN-002546,20240625,S-005,76937.71,6714.78,22341.43,1067.02
FIN-002547,20230527,S-002,55558.89,14652.32,41967.65,6702.2
FIN-002548,20231101,S-004,93010.38,7815.99,25183.08,29472.76
FIN-002549,20230329,S-003,61118.77,16349.01,40865.78,12972.35
FIN-002550,20231020,S-002,69548.85,14251.56,21377.73,28634.25
FIN-002551,20240516,S-001,60935.46,19550.76,4013.48,7599.78
FIN-002552,20230608,S-003,70655.99,5804.66,35043.04,8825.23
FIN-002553,20230418,S-005,83905.35,13332.49,38734.69,1773.83
FIN-002554,20230105,S-003,98844.43,1670.47,42760.45,17870.73
FIN-002555,20231227,S-003,11290.16,15395.09,4682.96,24764.27
FIN-002556,20230428,S-005,63671.27,1855.46,46621.96,13314.64
FIN-002557,20231120,S-002,76776.59,2682.47,2903.21,8306.76
FIN-002558,20240930,S-002,89076.06,11734.44,16715.16,2903.47
FIN-002559,20241214,S-005,95434.79,10939.91,27971.63,8232.54
FIN-002560,20240827,S-003,66221.21,19398.52,12226.28,3370.64
FIN-002561,20230906,S-004,34179.92,13493.54,20752.5,22542.09
FIN-002562,20231023,S-004,38426.94,13676.44,27381.87,29363.6
FIN-002563,20240111,S-001,25340.26,10290.3,20663.26,27422.92
FIN-002564,20230706,S-003,37794.98,5340.54,46766.38,10841.54
FIN-002565,20240526,S-002,74383.94,8056.39,14463.94,20610.69
FIN-002566,20231224,S-001,26269.58,11736.48,26067.95,26414.68
FIN-002567,20240903,S-004,34820.71,5141.43,11885.79,352.61
FIN-002568,20230207,S-002,24551.31,5968.24,41218.46,21637.0
FIN-002569,20240628,S-002,53852.39,8724.78,2312.92,25063.59
FIN-002570,20230304,S-005,55709.39,6365.0,38077.37,2760.88
FIN-002571,20241231,S-003,43769.97,16063.74,16804.4,15170.29
FIN-002572,20231102,S-004,87629.12,18046.51,11132.38,3526.95
FIN-002573,20240116,S-004,44564.95,13073.04,45060.18,28021.42
FIN-002574,20231020,S-005,89347.59,1991.53,6442.54,17052.34
FIN-002575,20240831,S-005,12021.65,3685.73,17919.05,10027.53
FIN-002576,20240220,S-003,55488.12,13981.88,43010.36,3663.59
FIN-002577,20230209,S-003,83736.83,18802.01,3737.02,13091.96
FIN-002578,20230925,S-001,26145.43,13318.68,7336.67,11120.25
FIN-002579,20231008,S-002,73303.75,2367.41,23755.54,226.95
FIN-002580,20230424,S-002,33893.94,4329.86,28790.36,9858.13
FIN-002581,20230413,S-002,45740.21,3758.97,40590.79,8540.91
FIN-002582,20231012,S-005,34397.74,13823.98,18374.87,15021.93
FIN-002583,20240815,S-004,85500.9,8562.55,12185.1,18186.74
FIN-002584,20240119,S-002,41164.94,7763.93,41903.32,28186.93
FIN-002585,20240804,S-004,90096.74,10680.31,13300.48,12100.86
FIN-002586,20230514,S-004,55747.18,18369.8,46418.55,25689.19
FIN-002587,20240410,S-002,85676.09,1925.42,4386.81,15240.0
FIN-002588,20230812,S-004,12456.44,19729.72,22022.5,26039.4
FIN-002589,20230117,S-005,98688.83,12854.24,29132.82,27308.88
FIN-002590,20241012,S-002,51468.77,13898.37,18752.04,20793.52
FIN-002591,20230812,S-002,82436.31,4165.31,15337.22,26622.08
FIN-002592,20231203,S-002,95221.66,13783.87,7950.46,3106.01
FIN-002593,20230226,S-004,83844.88,10254.28,11222.86,8095.93
FIN-002594,20240418,S-003,67683.54,12183.14,21862.15,9135.23
FIN-002595,20241015,S-002,61579.21,2355.59,43416.58,27946.93
FIN-002596,20230527,S-004,35814.48,17020.79,43051.95,29987.85
FIN-002597,20230331,S-004,94224.71,5136.73,816.01,18700.12
FIN-002598,20231024,S-001,12215.89,18189.76,34341.43,216.72
FIN-002599,20230104,S-001,45587.7,7626.7,38540.2,25920.09
FIN-002600,20240607,S-004,74863.64,16122.41,10049.23,4181.81
FIN-002601,20240705,S-003,80378.4,9504.69,21854.0,29023.16
FIN-002602,20240506,S-001,64994.45,17398.19,48445.68,26984.98
FIN-002603,20241211,S-001,18781.65,8910.38,41514.98,25862.85
FIN-002604,20240528,S-002,29486.64,18234.08,3227.59,3683.87
FIN-002605,20230107,S-004,54292.63,8920.64,48996.43,16641.15
FIN-002606,20230728,S-001,62529.51,5258.5,43497.82,23321.05
FIN-002607,20230421,S-004,26903.07,17565.92,40442.07,15435.07
FIN-002608,20230425,S-002,52359.25,6695.28,26615.03,13828.0
FIN-002609,20230123,S-004,68222.0,5640.72,47014.24,24175.5
FIN-002610,20240707,S-004,33526.14,18614.32,27370.88,17584.19
FIN-002611,20231220,S-002,50003.01,15665.47,27985.75,2568.69
FIN-002612,20240924,S-005,79140.72,2263.43,43172.05,2223.54
FIN-002613,20240225,S-005,40843.25,9595.67,21233.58,26485.1
FIN-002614,20240212,S-003,61843.37,6601.89,31978.97,14913.51
FIN-002615,20240420,S-004,99165.63,15923.04,46741.2,8101.93
FIN-002616,20230209,S-001,31582.6,5333.07,36042.61,9419.86
FIN-002617,20230527,S-001,99142.21,5875.33,43983.89,4745.8
FIN-002618,20230106,S-005,59880.51,17460.9,11365.33,4663.34
FIN-002619,20230808,S-003,35978.02,2837.19,33008.7,29327.55
FIN-002620,20241213,S-001,37500.99,2486.65,43861.36,20391.63
FIN-002621,20241020,S-004,86939.78,8151.55,47290.42,8385.48
FIN-002622,20240408,S-004,61585.77,19023.35,7324.04,18923.18
FIN-002623,20230723,S-005,36724.15,10187.07,32710.69,20109.07
FIN-002624,20240930,S-001,73105.4,14277.1,8966.03,11245.83
FIN-002625,20230131,S-004,69492.33,4692.1,30892.33,17188.09
FIN-002626,20230116,S-001,26083.73,1064.86,1341.9,2356.13
FIN-002627,20230624,S-002,28379.04,14361.61,29288.97,25546.48
FIN-002628,20240819,S-004,41503.12,13343.4,26708.39,19319.8
FIN-002629,20240303,S-002,15804.77,9942.82,6198.67,4349.27
FIN-002630,20240929,S-002,60564.14,1444.9,29701.38,4149.01
FIN-002631,20230215,S-002,95601.57,3340.84,43472.89,25832.43
FIN-002632,20241019,S-005,70024.78,7902.99,1110.41,14518.79
FIN-002633,20240828,S-005,89377.35,19930.11,46380.3,14315.01
FIN-002634,20240311,S-003,62920.36,12671.92,49386.8,24977.26
FIN-002635,20241102,S-003,74952.38,5908.68,6235.58,10803.88
FIN-002636,20230609,S-004,62405.1,5191.44,37307.21,29481.62
FIN-002637,20240726,S-004,96470.66,12339.7,16212.44,21857.95
FIN-002638,20230525,S-005,53892.89,2933.63,17836.82,29015.82
FIN-002639,20231106,S-003,71975.38,12421.93,6721.7,13831.39
FIN-002640,20241013,S-001,36027.69,8096.99,19361.03,3547.8
FIN-002641,20240404,S-004,43742.93,3138.5,13081.37,27108.56
FIN-002642,20230104,S-001,37865.36,5543.36,13249.7,28777.25
FIN-002643,20231005,S-005,13937.41,10158.76,37887.89,704.49
FIN-002644,20230316,S-002,97345.29,17602.46,9936.85,23623.42
FIN-002645,20230330,S-004,63947.86,4459.91,45284.15,20944.61
FIN-002646,20240103,S-003,21371.84,8656.94,42373.8,9664.07
FIN-002647,20230210,S-005,76898.93,5411.79,21979.89,22345.37
FIN-002648,20230711,S-004,20626.4,5388.03,48556.15,22912.68
FIN-002649,20230320,S-005,86106.99,17062.57,924.98,15542.62
FIN-002650,20230912,S-003,57572.41,16639.89,47201.31,21263.3
FIN-002651,20241201,S-005,21647.44,16857.86,14805.79,13938.59
FIN-002652,20230102,S-001,26631.97,6253.56,37232.93,7988.55
FIN-002653,20230518,S-001,51629.82,6579.01,18239.75,24079.13
