ID_Emissao,Chave_Data,SiteID,SourceID,Scope,CO2_kg,ActivityMetric,UnitOfMeasure,CategoriaEmissao
EM-017519,20240708,S-001,SRC-04,1,148.44,464.16,kWh,Combustão Direta
EM-017520,20230722,S-001,SRC-02,3,46.17,300.45,kWh,Cadeia de Valor / Transporte
EM-017521,20230908,S-005,SRC-03,2,117.36,366.04,kWh,Energia Elétrica
EM-017522,20240826,S-001,SRC-03,2,1.23,42.1,kWh,Energia Elétrica
EM-017523,20241006,S-005,SRC-01,1,196.38,176.69,kWh,Combustão Direta
EM-017524,20230126,S-001,SRC-01,1,74.44,361.76,kWh,Combustão Direta
EM-017525,20241009,S-004,SRC-01,2,156.15,161.03,kWh,Energia Elétrica
EM-017526,20230809,S-001,SRC-04,2,126.66,18.62,kWh,Energia Elétrica
EM-017527,20231117,S-005,SRC-04,1,96.72,131.81,kWh,Combustão Direta
EM-017528,20240307,S-001,SRC-02,2,208.53,341.33,kWh,Energia Elétrica
EM-017529,20240924,S-004,SRC-01,3,102.7,176.01,kWh,Cadeia de Valor / Transporte
EM-017530,20230319,S-005,SRC-01,1,143.16,360.66,kWh,Combustão Direta
EM-017531,20240521,S-002,SRC-03,3,63.88,320.7,kWh,Cadeia de Valor / Transporte
EM-017532,20240515,S-004,SRC-04,2,52.29,129.85,kWh,Energia Elétrica
EM-017533,20240410,S-003,SRC-01,3,194.63,107.36,kWh,Cadeia de Valor / Transporte
EM-017534,20240305,S-005,SRC-01,2,172.16,180.87,kWh,Energia Elétrica
EM-017535,20241118,S-004,SRC-01,1,46.36,126.59,kWh,Combustão Direta
EM-017536,20240602,S-004,SRC-02,2,70.01,384.7,kWh,Energia Elétrica
EM-017537,20241022,S-001,SRC-01,2,142.12,134.7,kWh,Energia Elétrica
EM-017538,20230212,S-005,SRC-01,2,52.99,278.09,kWh,Energia Elétrica
EM-017539,20240416,S-004,SRC-02,1,173.83,167.56,kWh,Combustão Direta
EM-017540,20230227,S-005,SRC-03,1,58.63,385.66,kWh,Combustão Direta
EM-017541,20230901,S-003,SRC-02,2,44.71,34.0,kWh,Energia Elétrica
EM-017542,20240925,S-005,SRC-02,1,6.78,135.79,kWh,Combustão Direta
EM-017543,20241030,S-002,SRC-03,1,87.62,452.83,kWh,Combustão Direta
EM-017544,20230103,S-003,SRC-03,1,79.71,401.71,kWh,Combustão Direta
EM-017545,20240630,S-002,SRC-01,1,72.51,460.12,kWh,Combustão Direta
EM-017546,20230126,S-002,SRC-01,2,151.71,81.7,kWh,Energia Elétrica
EM-017547,20240819,S-004,SRC-01,3,59.49,49.1,kWh,Cadeia de Valor / Transporte
EM-017548,20231009,S-003,SRC-04,2,62.21,166.2,kWh,Energia Elétrica
EM-017549,20240803,S-003,SRC-02,1,129.58,46.4,kWh,Combustão Direta
EM-017550,20230626,S-004,SRC-02,2,186.06,119.23,kWh,Energia Elétrica
EM-017551,20241018,S-002,SRC-01,3,402.15,229.25,kWh,Cadeia de Valor / Transporte
EM-017552,20230906,S-005,SRC-01,1,85.39,330.19,kWh,Combustão Direta
EM-017553,20240519,S-004,SRC-04,2,77.88,219.54,kWh,Energia Elétrica
EM-017554,20240404,S-001,SRC-04,1,172.45,241.53,kWh,Combustão Direta
EM-017555,20241023,S-003,SRC-01,3,38.73,329.85,kWh,Cadeia de Valor / Transporte
EM-017556,20241110,S-004,SRC-02,1,93.92,60.79,kWh,Combustão Direta
EM-017557,20241007,S-002,SRC-03,2,180.04,43.71,kWh,Energia Elétrica
EM-017558,20240328,S-001,SRC-01,1,69.12,156.87,kWh,Combustão Direta
EM-017559,20230701,S-004,SRC-02,1,51.15,361.92,kWh,Combustão Direta
EM-017560,20230219,S-001,SRC-03,2,111.17,45.53,kWh,Energia Elétrica
EM-017561,20230612,S-004,SRC-03,3,97.06,108.63,kWh,Cadeia de Valor / Transporte
EM-017562,20240210,S-002,SRC-02,3,61.56,173.32,kWh,Cadeia de Valor / Transporte
EM-017563,20240918,S-004,SRC-03,1,9.39,207.85,kWh,Combustão Direta
EM-017564,20240108,S-005,SRC-01,2,144.24,182.26,kWh,Energia Elétrica
EM-017565,20231109,S-001,SRC-03,3,44.11,468.84,kWh,Cadeia de Valor / Transporte
EM-017566,20240606,S-003,SRC-02,1,56.39,307.61,kWh,Combustão Direta
EM-017567,20241220,S-003,SRC-04,2,30.6,45.88,kWh,Energia Elétrica
EM-017568,20240223,S-003,SRC-02,3,132.28,124.0,kWh,Cadeia de Valor / Transporte
EM-017569,20230710,S-003,SRC-01,2,104.15,267.7,kWh,Energia Elétrica
EM-017570,20240512,S-004,SRC-02,2,16.66,369.24,kWh,Energia Elétrica
EM-017571,20240120,S-001,SRC-02,1,79.88,129.84,kWh,Combustão Direta
EM-017572,20230816,S-001,SRC-02,1,125.27,413.39,kWh,Combustão Direta
EM-017573,20241026,S-003,SRC-04,2,28.11,47.62,kWh,Energia Elétrica
EM-017574,20240728,S-002,SRC-04,1,93.81,294.87,kWh,Combustão Direta
EM-017575,20240914,S-003,SRC-04,2,89.12,338.72,kWh,Energia Elétrica
EM-017576,20230302,S-002,SRC-02,2,7.56,467.35,kWh,Energia Elétrica
EM-017577,20230304,S-003,SRC-01,2,22.49,70.61,kWh,Energia Elétrica
EM-017578,20230301,S-005,SRC-02,3,192.04,155.15,kWh,Cadeia de Valor / Transporte
EM-017579,20231207,S-002,SRC-02,2,47.99,145.01,kWh,Energia Elétrica
EM-017580,20230809,S-005,SRC-04,1,102.12,488.42,kWh,Combustão Direta
EM-017581,20230829,S-002,SRC-03,2,198.21,218.31,kWh,Energia Elétrica
EM-017582,20240509,S-005,SRC-03,2,30.28,166.44,kWh,Energia Elétrica
EM-017583,20240726,S-002,SRC-04,1,29.21,457.93,kWh,Combustão Direta
EM-017584,20231004,S-003,SRC-04,1,109.61,189.87,kWh,Combustão Direta
EM-017585,20230715,S-002,SRC-01,1,41.25,421.16,kWh,Combustão Direta
EM-017586,20240129,S-005,SRC-01,1,72.98,154.88,kWh,Combustão Direta
EM-017587,20231116,S-003,SRC-02,2,67.85,278.07,kWh,Energia Elétrica
EM-017588,20240416,S-005,SRC-04,3,178.97,53.35,kWh,Cadeia de Valor / Transporte
EM-017589,20240225,S-003,SRC-04,3,32.53,151.64,kWh,Cadeia de Valor / Transporte
EM-017590,20231121,S-004,SRC-02,3,78.44,399.64,kWh,Cadeia de Valor / Transporte
EM-017591,20240104,S-002,SRC-04,1,124.68,215.42,kWh,Combustão Direta
EM-017592,20231003,S-005,SRC-01,3,31.88,435.6,kWh,Cadeia de Valor / Transporte
EM-017593,20230422,S-004,SRC-01,1,34.66,327.11,kWh,Combustão Direta
EM-017594,20240313,S-003,SRC-04,1,69.22,138.95,kWh,Combustão Direta
EM-017595,20241224,S-001,SRC-01,1,126.0,105.52,kWh,Combustão Direta
EM-017596,20241127,S-004,SRC-04,2,94.6,482.38,kWh,Energia Elétrica
EM-017597,20231019,S-003,SRC-01,2,202.71,380.22,kWh,Energia Elétrica
EM-017598,20240609,S-002,SRC-04,1,151.69,161.61,kWh,Combustão Direta
EM-017599,20240212,S-004,SRC-02,3,31.66,467.45,kWh,Cadeia de Valor / Transporte
EM-017600,20240307,S-005,SRC-04,3,101.59,164.88,kWh,Cadeia de Valor / Transporte
EM-017601,20240217,S-003,SRC-01,3,26.36,146.3,kWh,Cadeia de Valor / Transporte
EM-017602,20240925,S-004,SRC-01,1,201.32,149.44,kWh,Combustão Direta
EM-017603,20231230,S-004,SRC-02,1,119.0,189.8,kWh,Combustão Direta
EM-017604,20230916,S-003,SRC-04,2,40.66,414.31,kWh,Energia Elétrica
EM-017605,20241028,S-005,SRC-03,3,135.89,147.95,kWh,Cadeia de Valor / Transporte
EM-017606,20241227,S-004,SRC-02,1,43.45,403.49,kWh,Combustão Direta
EM-017607,20240126,S-002,SRC-02,1,82.71,51.64,kWh,Combustão Direta
EM-017608,20230503,S-003,SRC-04,2,20.81,250.67,kWh,Energia Elétrica
EM-017609,20230219,S-004,SRC-03,1,102.43,104.49,kWh,Combustão Direta
EM-017610,20230731,S-004,SRC-03,3,149.33,168.05,kWh,Cadeia de Valor / Transporte
EM-017611,20230518,S-005,SRC-01,2,250.86,21.85,kWh,Energia Elétrica
EM-017612,20240430,S-004,SRC-02,1,59.45,25.77,kWh,Combustão Direta
EM-017613,20240828,S-005,SRC-01,3,116.54,286.83,kWh,Cadeia de Valor / Transporte
EM-017614,20230627,S-003,SRC-02,2,171.24,162.2,kWh,Energia Elétrica
EM-017615,20230704,S-001,SRC-03,3,122.91,362.88,kWh,Cadeia de Valor / Transporte
EM-017616,20240313,S-001,SRC-02,3,23.49,159.43,kWh,Cadeia de Valor / Transporte
EM-017617,20230805,S-001,SRC-02,2,60.08,477.27,kWh,Energia Elétrica
EM-017618,20240425,S-001,SRC-04,2,15.12,397.05,kWh,Energia Elétrica
EM-017619,20240514,S-004,SRC-03,2,119.33,31.64,kWh,Energia Elétrica
EM-017620,20230510,S-001,SRC-04,3,162.57,233.38,kWh,Cadeia de Valor / Transporte
EM-017621,20240616,S-005,SRC-04,1,17.77,359.16,kWh,Combustão Direta
EM-017622,20230208,S-002,SRC-03,2,73.29,114.85,kWh,Energia Elétrica
EM-017623,20241227,S-002,SRC-01,1,67.72,215.3,kWh,Combustão Direta
EM-017624,20240330,S-004,SRC-02,3,18.26,316.78,kWh,Cadeia de Valor / Transporte
EM-017625,20240930,S-001,SRC-01,2,129.15,246.73,kWh,Energia Elétrica
EM-017626,20230209,S-004,SRC-02,1,47.45,72.24,kWh,Combustão Direta
EM-017627,20230506,S-003,SRC-04,1,63.67,460.59,kWh,Combustão Direta
EM-017628,20230131,S-001,SRC-02,2,63.65,347.75,kWh,Energia Elétrica
EM-017629,20240318,S-005,SRC-03,2,44.25,229.82,kWh,Energia Elétrica
EM-017630,20230519,S-002,SRC-01,2,22.65,346.03,kWh,Energia Elétrica
EM-017631,20230311,S-002,SRC-03,2,109.01,498.21,kWh,Energia Elétrica
EM-017632,20240613,S-002,SRC-01,2,184.62,169.03,kWh,Energia Elétrica
EM-017633,20240611,S-003,SRC-01,1,142.58,446.52,kWh,Combustão Direta
EM-017634,20231031,S-001,SRC-02,2,137.71,237.01,kWh,Energia Elétrica
EM-017635,20240312,S-002,SRC-03,1,43.62,150.39,kWh,Combustão Direta
EM-017636,20240312,S-001,SRC-02,2,195.18,355.25,kWh,Energia Elétrica
EM-017637,20230907,S-005,SRC-02,1,94.53,360.98,kWh,Combustão Direta
EM-017638,20241005,S-002,SRC-02,2,147.43,200.86,kWh,Energia Elétrica
EM-017639,20240226,S-002,SRC-03,2,128.28,365.19,kWh,Energia Elétrica
EM-017640,20240710,S-002,SRC-01,2,73.35,275.14,kWh,Energia Elétrica
EM-017641,20231130,S-005,SRC-01,3,191.58,34.45,kWh,Cadeia de Valor / Transporte
EM-017642,20231223,S-002,SRC-02,3,62.59,197.62,kWh,Cadeia de Valor / Transporte
EM-017643,20230316,S-001,SRC-03,2,196.03,428.11,kWh,Energia Elétrica
EM-017644,20230107,S-002,SRC-02,3,154.54,313.12,kWh,Cadeia de Valor / Transporte
EM-017645,20240308,S-001,SRC-03,1,122.33,414.81,kWh,Combustão Direta
EM-017646,20240107,S-005,SRC-01,2,34.67,164.77,kWh,Energia Elétrica
EM-017647,20230616,S-003,SRC-02,2,37.34,85.87,kWh,Energia Elétrica
EM-017648,20230624,S-001,SRC-02,3,66.07,425.75,kWh,Cadeia de Valor / Transporte
EM-017649,20230530,S-003,SRC-04,3,127.81,429.12,kWh,Cadeia de Valor / Transporte
EM-017650,20240721,S-002,SRC-04,2,11.63,457.98,kWh,Energia Elétrica
EM-017651,20231110,S-005,SRC-02,2,157.58,338.36,kWh,Energia Elétrica
EM-017652,20240329,S-002,SRC-03,3,106.77,232.86,kWh,Cadeia de Valor / Transporte
EM-017653,20240813,S-002,SRC-02,3,28.65,159.71,kWh,Cadeia de Valor / Transporte
EM-017654,20240930,S-001,SRC-04,2,18.34,171.32,kWh,Energia Elétrica
EM-017655,20240318,S-004,SRC-03,1,51.42,390.54,kWh,Combustão Direta
EM-017656,20240929,S-001,SRC-01,2,102.6,321.38,kWh,Energia Elétrica
EM-017657,20240815,S-002,SRC-02,1,43.29,166.01,kWh,Combustão Direta
EM-017658,20241117,S-002,SRC-02,3,199.98,210.59,kWh,Cadeia de Valor / Transporte
EM-017659,20231029,S-005,SRC-01,1,160.3,239.45,kWh,Combustão Direta
EM-017660,20240613,S-003,SRC-02,2,132.22,350.71,kWh,Energia Elétrica
EM-017661,20230504,S-003,SRC-01,1,80.77,339.65,kWh,Combustão Direta
EM-017662,20230515,S-005,SRC-01,2,163.81,456.89,kWh,Energia Elétrica
EM-017663,20240801,S-005,SRC-01,3,62.81,280.09,kWh,Cadeia de Valor / Transporte
EM-017664,20240822,S-005,SRC-03,2,38.96,53.4,kWh,Energia Elétrica
EM-017665,20240423,S-001,SRC-04,2,252.34,335.55,kWh,Energia Elétrica
EM-017666,20230423,S-003,SRC-02,2,68.55,284.19,kWh,Energia Elétrica
EM-017667,20240917,S-003,SRC-03,3,186.47,24.95,kWh,Cadeia de Valor / Transporte
EM-017668,20241225,S-003,SRC-02,2,99.92,410.81,kWh,Energia Elétrica
EM-017669,20241028,S-004,SRC-04,2,122.3,381.15,kWh,Energia Elétrica
EM-017670,20240206,S-001,SRC-01,1,69.8,488.56,kWh,Combustão Direta
EM-017671,20240129,S-004,SRC-04,2,41.65,455.51,kWh,Energia Elétrica
EM-017672,20240907,S-003,SRC-02,2,196.37,317.09,kWh,Energia Elétrica
EM-017673,20240521,S-004,SRC-01,2,57.35,265.02,kWh,Energia Elétrica
EM-017674,20230818,S-005,SRC-04,2,83.3,356.59,kWh,Energia Elétrica
EM-017675,20240604,S-002,SRC-01,1,44.51,207.47,kWh,Combustão Direta
EM-017676,20240213,S-004,SRC-04,3,35.51,432.65,kWh,Cadeia de Valor / Transporte
EM-017677,20240304,S-004,SRC-01,3,36.73,172.56,kWh,Cadeia de Valor / Transporte
EM-017678,20240909,S-005,SRC-01,2,80.84,392.66,kWh,Energia Elétrica
EM-017679,20240627,S-004,SRC-02,1,63.56,224.28,kWh,Combustão Direta
EM-017680,20240101,S-002,SRC-04,1,38.84,116.77,kWh,Combustão Direta
EM-017681,20230924,S-003,SRC-04,2,152.08,264.56,kWh,Energia Elétrica
EM-017682,20241109,S-002,SRC-04,2,245.44,427.6,kWh,Energia Elétrica
EM-017683,20231215,S-002,SRC-04,2,26.77,80.9,kWh,Energia Elétrica
EM-017684,20230722,S-001,SRC-03,2,60.28,476.04,kWh,Energia Elétrica
EM-017685,20241207,S-003,SRC-02,2,13.33,466.41,kWh,Energia Elétrica
EM-017686,20231218,S-002,SRC-01,2,16.55,222.54,kWh,Energia Elétrica
EM-017687,20231028,S-004,SRC-01,2,31.58,271.98,kWh,Energia Elétrica
EM-017688,20240611,S-003,SRC-01,2,136.58,63.18,kWh,Energia Elétrica
EM-017689,20240302,S-001,SRC-02,2,78.94,65.5,kWh,Energia Elétrica
EM-017690,20231008,S-005,SRC-01,1,76.03,105.34,kWh,Combustão Direta
EM-017691,20240209,S-001,SRC-03,1,59.03,241.68,kWh,Combustão Direta
EM-017692,20240619,S-003,SRC-01,3,72.18,459.06,kWh,Cadeia de Valor / Transporte
EM-017693,20230913,S-003,SRC-03,2,8.86,283.99,kWh,Energia Elétrica
EM-017694,20231018,S-001,SRC-04,3,18.01,185.75,kWh,Cadeia de Valor / Transporte
EM-017695,20230827,S-004,SRC-03,2,140.62,37.23,kWh,Energia Elétrica
EM-017696,20230119,S-001,SRC-04,2,130.43,345.41,kWh,Energia Elétrica
EM-017697,20240709,S-004,SRC-01,1,203.94,487.67,kWh,Combustão Direta
EM-017698,20240730,S-005,SRC-01,1,165.47,440.31,kWh,Combustão Direta
EM-017699,20230205,S-003,SRC-03,2,182.53,44.99,kWh,Energia Elétrica
EM-017700,20230608,S-001,SRC-01,2,90.73,146.97,kWh,Energia Elétrica
EM-017701,20241207,S-005,SRC-03,1,261.1,107.32,kWh,Combustão Direta
EM-017702,20231025,S-002,SRC-04,2,60.2,70.4,kWh,Energia Elétrica
EM-017703,20241023,S-001,SRC-01,2,148.23,275.03,kWh,Energia Elétrica
EM-017704,20241003,S-005,SRC-01,2,189.95,45.0,kWh,Energia Elétrica
EM-017705,20231019,S-003,SRC-04,2,8.8,56.93,kWh,Energia Elétrica
EM-017706,20230818,S-003,SRC-02,2,54.04,77.17,kWh,Energia Elétrica
EM-017707,20230716,S-004,SRC-01,1,12.11,63.11,kWh,Combustão Direta
EM-017708,20241116,S-005,SRC-04,2,17.27,362.38,kWh,Energia Elétrica
EM-017709,20240708,S-002,SRC-02,1,54.6,122.96,kWh,Combustão Direta
EM-017710,20240914,S-002,SRC-02,1,55.59,282.67,kWh,Combustão Direta
EM-017711,20240225,S-003,SRC-02,1,120.05,234.12,kWh,Combustão Direta
EM-017712,20230310,S-002,SRC-03,3,120.24,200.59,kWh,Cadeia de Valor / Transporte
EM-017713,20240112,S-001,SRC-01,1,112.17,498.98,kWh,Combustão Direta
EM-017714,20240614,S-001,SRC-02,3,41.43,281.95,kWh,Cadeia de Valor / Transporte
EM-017715,20241124,S-001,SRC-03,1,161.29,264.0,kWh,Combustão Direta
EM-017716,20230928,S-003,SRC-03,1,61.65,304.18,kWh,Combustão Direta
EM-017717,20241224,S-004,SRC-04,2,182.26,351.84,kWh,Energia Elétrica
EM-017718,20241214,S-003,SRC-04,3,72.79,203.87,kWh,Cadeia de Valor / Transporte
EM-017719,20231117,S-001,SRC-01,2,192.21,175.44,kWh,Energia Elétrica
EM-017720,20230526,S-002,SRC-04,3,63.25,95.06,kWh,Cadeia de Valor / Transporte
EM-017721,20230108,S-004,SRC-03,1,70.42,416.69,kWh,Combustão Direta
EM-017722,20231031,S-005,SRC-03,2,44.89,377.43,kWh,Energia Elétrica
EM-017723,20231205,S-004,SRC-03,1,183.56,68.71,kWh,Combustão Direta
EM-017724,20240817,S-004,SRC-02,1,93.5,27.61,kWh,Combustão Direta
EM-017725,20240721,S-005,SRC-03,3,200.35,431.0,kWh,Cadeia de Valor / Transporte
EM-017726,20231209,S-003,SRC-04,2,69.44,229.94,kWh,Energia Elétrica
EM-017727,20230404,S-001,SRC-03,1,85.84,243.25,kWh,Combustão Direta
EM-017728,20230312,S-002,SRC-01,1,106.98,340.45,kWh,Combustão Direta
EM-017729,20241026,S-002,SRC-02,2,30.58,186.75,kWh,Energia Elétrica
EM-017730,20231107,S-005,SRC-03,1,138.3,298.35,kWh,Combustão Direta
EM-017731,20240628,S-005,SRC-02,3,23.21,477.76,kWh,Cadeia de Valor / Transporte
EM-017732,20231212,S-001,SRC-01,3,25.69,281.65,kWh,Cadeia de Valor / Transporte
EM-017733,20240722,S-001,SRC-02,1,107.33,334.76,kWh,Combustão Direta
EM-017734,20240830,S-003,SRC-04,2,182.8,275.7,kWh,Energia Elétrica
EM-017735,20230206,S-005,SRC-03,2,52.1,205.43,kWh,Energia Elétrica
EM-017736,20230116,S-002,SRC-04,2,95.11,63.82,kWh,Energia Elétrica
EM-017737,20230311,S-004,SRC-01,2,74.31,241.2,kWh,Energia Elétrica
EM-017738,20230316,S-001,SRC-02,1,175.76,39.45,kWh,Combustão Direta
EM-017739,20231123,S-002,SRC-02,2,48.8,489.78,kWh,Energia Elétrica
EM-017740,20240517,S-005,SRC-03,1,30.34,185.32,kWh,Combustão Direta
EM-017741,20231017,S-003,SRC-03,1,7.12,242.42,kWh,Combustão Direta
EM-017742,20240721,S-005,SRC-01,2,84.8,184.28,kWh,Energia Elétrica
EM-017743,20230428,S-001,SRC-02,2,42.19,105.0,kWh,Energia Elétrica
EM-017744,20230108,S-002,SRC-03,3,149.49,361.07,kWh,Cadeia de Valor / Transporte
EM-017745,20240418,S-001,SRC-03,2,29.26,101.2,kWh,Energia Elétrica
EM-017746,20230615,S-003,SRC-02,1,136.45,341.95,kWh,Combustão Direta
EM-017747,20230812,S-002,SRC-02,2,76.68,14.74,kWh,Energia Elétrica
EM-017748,20230606,S-002,SRC-04,2,112.91,140.57,kWh,Energia Elétrica
EM-017749,20230711,S-002,SRC-02,2,160.09,116.13,kWh,Energia Elétrica
EM-017750,20240102,S-003,SRC-01,1,20.96,173.67,kWh,Combustão Direta
EM-017751,20230106,S-001,SRC-04,1,74.51,90.83,kWh,Combustão Direta
EM-017752,20230404,S-001,SRC-03,1,176.18,150.21,kWh,Combustão Direta
EM-017753,20241104,S-005,SRC-02,3,147.29,284.18,kWh,Cadeia de Valor / Transporte
EM-017754,20240409,S-002,SRC-02,3,121.1,494.45,kWh,Cadeia de Valor / Transporte
EM-017755,20231105,S-003,SRC-03,1,58.06,211.18,kWh,Combustão Direta
EM-017756,20240204,S-004,SRC-03,3,42.8,214.02,kWh,Cadeia de Valor / Transporte
EM-017757,20230929,S-001,SRC-01,2,56.77,308.24,kWh,Energia Elétrica
EM-017758,20231002,S-001,SRC-03,1,18.71,152.57,kWh,Combustão Direta
EM-017759,20230208,S-003,SRC-02,2,80.38,318.47,kWh,Energia Elétrica
EM-017760,20241101,S-003,SRC-04,1,158.76,311.05,kWh,Combustão Direta
EM-017761,20240323,S-004,SRC-02,2,94.77,441.09,kWh,Energia Elétrica
EM-017762,20240523,S-003,SRC-04,2,202.97,251.89,kWh,Energia Elétrica
EM-017763,20231107,S-004,SRC-04,3,161.28,244.35,kWh,Cadeia de Valor / Transporte
EM-017764,20240318,S-004,SRC-03,2,86.07,56.93,kWh,Energia Elétrica
EM-017765,20240818,S-002,SRC-04,3,126.05,434.03,kWh,Cadeia de Valor / Transporte
EM-017766,20241114,S-001,SRC-04,3,95.65,290.54,kWh,Cadeia de Valor / Transporte
EM-017767,20241229,S-004,SRC-04,2,174.56,414.95,kWh,Energia Elétrica
EM-017768,20241219,S-001,SRC-02,2,59.11,398.46,kWh,Energia Elétrica
EM-017769,20231218,S-005,SRC-04,1,107.29,28.1,kWh,Combustão Direta
EM-017770,20230706,S-005,SRC-03,1,87.92,60.68,kWh,Combustão Direta
EM-017771,20241108,S-001,SRC-01,2,144.17,498.44,kWh,Energia Elétrica
EM-017772,20240106,S-003,SRC-04,2,93.2,464.05,kWh,Energia Elétrica
EM-017773,20230925,S-003,SRC-01,2,91.95,173.57,kWh,Energia Elétrica
EM-017774,20230916,S-004,SRC-01,3,142.87,38.46,kWh,Cadeia de Valor / Transporte
EM-017775,20230125,S-004,SRC-02,2,112.97,101.91,kWh,Energia Elétrica
EM-017776,20240902,S-003,SRC-01,3,36.99,387.46,kWh,Cadeia de Valor / Transporte
EM-017777,20240717,S-005,SRC-03,1,238.84,56.09,kWh,Combustão Direta
EM-017778,20231128,S-003,SRC-04,2,167.13,90.67,kWh,Energia Elétrica
EM-017779,20240131,S-002,SRC-03,2,182.48,406.48,kWh,Energia Elétrica
EM-017780,20240506,S-003,SRC-02,1,112.15,185.95,kWh,Combustão Direta
EM-017781,20240326,S-005,SRC-04,2,214.69,282.74,kWh,Energia Elétrica
EM-017782,20231219,S-004,SRC-03,1,196.55,433.64,kWh,Combustão Direta
EM-017783,20240404,S-003,SRC-03,3,27.46,427.6,kWh,Cadeia de Valor / Transporte
EM-017784,20230327,S-004,SRC-03,1,287.11,83.47,kWh,Combustão Direta
EM-017785,20240430,S-003,SRC-01,2,40.39,11.21,kWh,Energia Elétrica
EM-017786,20231129,S-004,SRC-03,2,106.67,448.8,kWh,Energia Elétrica
EM-017787,20241222,S-004,SRC-01,2,29.23,354.36,kWh,Energia Elétrica
EM-017788,20230924,S-004,SRC-04,2,38.28,24.7,kWh,Energia Elétrica
EM-017789,20241028,S-005,SRC-01,1,204.15,125.63,kWh,Combustão Direta
EM-017790,20240914,S-001,SRC-02,3,147.37,320.06,kWh,Cadeia de Valor / Transporte
EM-017791,20240520,S-004,SRC-02,2,62.28,67.1,kWh,Energia Elétrica
EM-017792,20230618,S-003,SRC-02,1,38.28,285.03,kWh,Combustão Direta
EM-017793,20240819,S-003,SRC-02,2,153.26,295.31,kWh,Energia Elétrica
EM-017794,20231202,S-004,SRC-01,2,87.02,140.42,kWh,Energia Elétrica
EM-017795,20240513,S-001,SRC-02,1,64.99,58.33,kWh,Combustão Direta
EM-017796,20230521,S-003,SRC-02,2,63.82,205.79,kWh,Energia Elétrica
EM-017797,20230309,S-002,SRC-01,1,13.14,33.56,kWh,Combustão Direta
EM-017798,20230424,S-004,SRC-01,1,107.33,298.72,kWh,Combustão Direta
EM-017799,20231111,S-003,SRC-04,3,26.49,438.96,kWh,Cadeia de Valor / Transporte
EM-017800,20240907,S-004,SRC-04,1,44.83,14.81,kWh,Combustão Direta
EM-017801,20230427,S-004,SRC-04,1,38.77,13.3,kWh,Combustão Direta
EM-017802,20231006,S-005,SRC-04,2,214.99,443.77,kWh,Energia Elétrica
EM-017803,20230425,S-001,SRC-04,2,63.31,310.03,kWh,Energia Elétrica
EM-017804,20241208,S-001,SRC-02,2,54.56,154.13,kWh,Energia Elétrica
EM-017805,20240730,S-001,SRC-02,2,23.52,246.3,kWh,Energia Elétrica
EM-017806,20230703,S-005,SRC-01,2,79.5,379.69,kWh,Energia Elétrica
EM-017807,20230306,S-005,SRC-03,2,145.74,473.73,kWh,Energia Elétrica
EM-017808,20230901,S-004,SRC-04,2,33.61,320.28,kWh,Energia Elétrica
EM-017809,20230510,S-002,SRC-03,2,64.62,190.51,kWh,Energia Elétrica
EM-017810,20240910,S-003,SRC-01,1,207.08,203.84,kWh,Combustão Direta
EM-017811,20240514,S-004,SRC-03,1,36.61,415.33,kWh,Combustão Direta
EM-017812,20231229,S-005,SRC-01,2,44.7,232.66,kWh,Energia Elétrica
EM-017813,20240401,S-005,SRC-02,2,14.46,189.41,kWh,Energia Elétrica
EM-017814,20240125,S-003,SRC-02,3,200.83,11.47,kWh,Cadeia de Valor / Transporte
EM-017815,20240511,S-004,SRC-02,2,62.33,222.63,kWh,Energia Elétrica
EM-017816,20240107,S-004,SRC-03,1,118.56,392.01,kWh,Combustão Direta
EM-017817,20240712,S-005,SRC-01,1,54.27,124.36,kWh,Combustão Direta
EM-017818,20230809,S-004,SRC-02,2,109.48,46.4,kWh,Energia Elétrica
EM-017819,20230809,S-003,SRC-04,1,79.22,132.99,kWh,Combustão Direta
EM-017820,20231221,S-005,SRC-02,1,123.8,412.81,kWh,Combustão Direta
EM-017821,20230823,S-002,SRC-02,1,72.33,492.45,kWh,Combustão Direta
EM-017822,20240926,S-003,SRC-01,1,129.35,11.32,kWh,Combustão Direta
EM-017823,20240311,S-001,SRC-04,2,9.94,196.88,kWh,Energia Elétrica
EM-017824,20231224,S-004,SRC-02,2,181.41,312.4,kWh,Energia Elétrica
EM-017825,20240614,S-004,SRC-03,2,44.35,419.31,kWh,Energia Elétrica
EM-017826,20241014,S-001,SRC-01,2,139.93,441.22,kWh,Energia Elétrica
EM-017827,20240410,S-001,SRC-04,1,7.47,301.03,kWh,Combustão Direta
EM-017828,20240204,S-004,SRC-01,2,85.74,255.93,kWh,Energia Elétrica
EM-017829,20240822,S-004,SRC-01,1,64.33,28.92,kWh,Combustão Direta
EM-017830,20240115,S-001,SRC-03,3,123.67,390.89,kWh,Cadeia de Valor / Transporte
EM-017831,20240211,S-005,SRC-02,2,13.96,297.39,kWh,Energia Elétrica
EM-017832,20230227,S-002,SRC-03,1,60.08,86.39,kWh,Combustão Direta
EM-017833,20240903,S-002,SRC-04,3,46.39,171.36,kWh,Cadeia de Valor / Transporte
EM-017834,20241223,S-003,SRC-02,1,173.43,136.08,kWh,Combustão Direta
EM-017835,20230725,S-003,SRC-01,2,109.64,150.7,kWh,Energia Elétrica
